147,11/23/2021,327,0.06, ,0, ,173, ,9.1, ,69.9, ,49.9, ,59.6, ,83, ,33, ,52, ,42.1, ,3.6, ,85.6, ,62.6, 
147,11/24/2021,328,0.09, ,0, ,338, ,9.9, ,70.0, ,46.6, ,56.0, ,83, ,42, ,64, ,44.2, ,4.0, ,97.2, ,62.2, 
147,11/25/2021,329,0.13, ,0, ,362,R,4.2, ,76.6, ,43.2, ,58.9, ,48, ,14, ,25, ,22.9, ,4.8, ,116.2, ,61.0, 
147,11/26/2021,330,0.13, ,0, ,355,R,4.5, ,80.1, ,47.3, ,62.2, ,34, ,13, ,24, ,24.6, ,4.9, ,118.2, ,60.0, 
147,11/27/2021,331,0.12, ,0, ,357,R,5.4, ,77.6, ,48.3, ,60.7, ,51, ,14, ,30, ,29.1, ,4.5, ,107.2, ,60.0, 
147,11/28/2021,332,0.12, ,0, ,354,R,5.8, ,82.3, ,47.3, ,61.1, ,69, ,11, ,32, ,30.7, ,4.1, ,99.4, ,59.8, 
147,11/29/2021,333,0.11, ,0, ,350,R,6.4, ,80.1, ,50.0, ,61.7, ,67, ,14, ,34, ,33.3, ,3.5, ,84.2, ,59.9, 
147,11/30/2021,334,0.09, ,0, ,341, ,9.1, ,73.8, ,44.1, ,57.5, ,80, ,30, ,56, ,42.1, ,2.8, ,67.0, ,59.9, 
147,12/1/2021,335,0.09, ,0.00, ,328, ,10.4, ,80.7, ,44.0, ,57.7, ,88, ,21, ,64, ,45.5, ,2.7, ,64.1, ,60.2, 
147,12/2/2021,336,0.08, ,0.00, ,318, ,11.3, ,64.6, ,45.9, ,54.6, ,88, ,61, ,78, ,47.7, ,3.0, ,73.1, ,60.4, 
147,12/3/2021,337,0.06, ,0, ,260, ,11.1, ,66.1, ,46.6, ,53.6, ,89, ,55, ,79, ,47.3, ,3.4, ,80.4, ,60.9, 
147,12/4/2021,338,0.06, ,0, ,253, ,11.1, ,65.1, ,49.1, ,54.7, ,85, ,59, ,76, ,47.4, ,3.6, ,86.1, ,60.7, 
147,12/5/2021,339,0.07, ,0, ,281, ,10.9, ,69.3, ,47.1, ,54.5, ,87, ,46, ,75, ,46.8, ,3.6, ,87.4, ,60.9, 
147,12/6/2021,340,0.08, ,0, ,320, ,10.5, ,66.5, ,43.7, ,54.7, ,87, ,46, ,72, ,45.8, ,3.2, ,76.6, ,60.3, 
147,12/7/2021,341,0.01, ,0.02, ,57, ,11.3, ,59.5, ,49.8, ,55.5, ,84, ,63, ,75, ,47.8, ,3.1, ,73.8, ,60.5, 
147,12/8/2021,342,0.08, ,0, ,291, ,11.6, ,68.2, ,49.0, ,57.5, ,84, ,51, ,72, ,48.5, ,3.5, ,83.3, ,60.3, 
147,12/9/2021,343,0.01, ,0.42, ,73, ,12.5, ,59.8, ,48.7, ,55.3, ,87, ,72, ,83, ,50.4, ,3.0, ,72.3, ,60.9, 
147,12/10/2021,344,0.04, ,0.00, ,189, ,9.5, ,60.3, ,44.7, ,51.6, ,86, ,55, ,73, ,43.2, ,3.5, ,83.5, ,59.8, 
147,12/11/2021,345,0.09, ,0, ,339,R,5.9, ,68.9, ,41.7, ,52.9, ,81, ,18, ,43, ,31.1, ,3.7, ,89.4, ,58.7, 
147,12/12/2021,346,0.08, ,0, ,332,R,7.1, ,65.8, ,39.7, ,51.1, ,80, ,28, ,55, ,35.7, ,4.6, ,109.8, ,57.7, 
147,12/13/2021,347,0.02, ,0, ,64, ,9.3, ,56.0, ,43.4, ,51.4, ,80, ,59, ,72, ,42.5, ,3.9, ,94.6, ,57.2, 
147,12/14/2021,348,0.03, ,1.05, ,58, ,10.4, ,60.7, ,43.5, ,53.6, ,86, ,64, ,74, ,45.6, ,7.0,Y,167.7,Y,57.4, 
147,12/15/2021,349,0.07, ,0.00, ,313, ,7.4, ,57.8, ,39.5, ,47.7, ,81, ,45, ,65, ,36.7, ,3.9, ,94.5, ,56.3, 
147,12/16/2021,350,0.07, ,0, ,310, ,7.9, ,60.3, ,36.6, ,49.0, ,86, ,36, ,67, ,38.3, ,4.1, ,98.7, ,55.4, 
147,12/17/2021,351,0.08, ,0.02, ,331,R,9.4, ,68.5, ,43.9, ,54.6, ,86, ,42, ,64, ,42.8, ,3.6, ,86.5, ,56.7, 
147,12/18/2021,352,0.09, ,0, ,352,R,5.0, ,69.3, ,39.8, ,51.8, ,65, ,14, ,38, ,26.9, ,4.4, ,104.9, ,56.0, 
147,12/19/2021,353,0.08, ,0, ,342,R,5.8, ,66.2, ,40.5, ,50.7, ,68, ,20, ,46, ,30.6, ,4.4, ,106.7, ,55.3, 
147,12/20/2021,354,0.08, ,0, ,296, ,6.4, ,69.6, ,37.7, ,52.2, ,68, ,23, ,48, ,33.1, ,3.5, ,85.0, ,54.9, 
147,12/21/2021,355,0.06, ,0, ,159, ,6.9, ,67.8, ,48.9, ,56.4, ,70, ,28, ,44, ,34.9, ,2.8, ,66.8, ,55.7, 
147,12/22/2021,356,0.06, ,0, ,215, ,8.7, ,66.5, ,47.1, ,56.1, ,74, ,33, ,57, ,41.0, ,2.7, ,63.7, ,56.2, 
147,12/23/2021,357,0.05, ,0.55, ,123, ,9.6, ,67.1, ,51.6, ,58.1, ,80, ,40, ,58, ,43.6, ,3.9, ,92.8, ,57.1, 
147,12/24/2021,358,0.06, ,0.20, ,204, ,11.8, ,60.8, ,50.4, ,56.2, ,87, ,62, ,77, ,49.0, ,6.3, ,151.2, ,57.4, 
147,12/25/2021,359,0.02, ,0.14, ,105, ,10.9, ,58.3, ,49.6, ,52.0, ,87, ,67, ,82, ,46.7, ,2.9, ,70.8, ,57.3, 
147,12/26/2021,360,0.07, ,0.19,H,301, ,9.0, ,58.7, ,41.2, ,51.2, ,86, ,46, ,70, ,41.7, ,4.2, ,100.7, ,57.1, 
147,12/27/2021,361,0.04, ,0.26, ,192, ,8.4, ,55.3, ,40.6, ,48.2, ,86, ,53, ,73, ,40.2, ,4.9, ,116.5, ,55.9, 
147,12/28/2021,362,0.03, ,0.28, ,162, ,9.8, ,55.2, ,45.7, ,49.7, ,86, ,67, ,81, ,44.0, ,3.0, ,71.7, ,55.8, 
147,12/29/2021,363,0.06, ,0.13, ,213, ,9.6, ,57.5, ,45.6, ,51.5, ,87, ,61, ,74, ,43.5, ,4.9, ,117.5, ,55.7, 
147,12/30/2021,364,0.08, ,0, ,279, ,10.4, ,65.6, ,48.4, ,57.2, ,79, ,55, ,65, ,45.6, ,4.8, ,114.5, ,56.0, 
147,12/31/2021,365,0.04, ,0, ,148, ,10.5, ,61.7, ,49.9, ,54.3, ,80, ,66, ,73, ,45.8, ,3.9, ,94.1, ,56.7, 
